datetime,v1,v2,v1_roll,v2_roll,roll_corr
2025-08-01 08:26:30,4623732033.027333,10940.666666666666,4623655209.553089,10926.077777777777,0.42343727119301444
2025-08-01 08:27:00,4623736606.090333,10946.666666666666,4623660497.5555,10927.522222222224,0.4153292235848514
2025-08-01 08:27:30,4623741773.670667,10948.666666666666,4623665765.894589,10929.355555555556,0.3859676148052701
2025-08-01 08:28:00,4623747233.993667,10964.333333333334,4623671043.535444,10931.633333333333,0.3841965602830004
2025-08-01 08:28:30,4623752743.509666,10967.666666666666,4623676345.763978,10933.255555555555,0.4298918319310313
2025-08-01 08:29:00,4623757462.775001,10951.0,4623681630.770634,10934.2,0.44491285357245225
2025-08-01 08:29:30,4623762904.085,10944.666666666666,4623686924.721044,10935.233333333334,0.4183012694936492
2025-08-01 08:30:00,4623768724.339,10949.0,4623692241.089734,10936.266666666666,0.40715415773458974
2025-08-01 08:30:30,4623774448.850333,10937.0,4623697551.727245,10936.888888888887,0.3582035952089717
2025-08-01 08:31:00,4623779612.661667,10928.333333333334,4623702875.870578,10937.566666666668,0.24858541273714807
2025-08-01 08:31:30,4623784729.338667,10940.0,4623708219.568078,10938.322222222223,0.19185151089714927
2025-08-01 08:32:00,4623790252.1189995,10935.666666666666,4623713580.1949005,10938.533333333333,0.15277328266701257
2025-08-01 08:32:30,4623796266.420001,10933.0,4623718956.586555,10938.9,0.07754125036263577
2025-08-01 08:33:00,4623802367.305333,10928.666666666666,4623724342.251923,10938.966666666667,-0.00027961924055564446
2025-08-01 08:33:30,4623807462.063666,10919.666666666666,4623729715.4671335,10938.755555555555,-0.10975007730419772
2025-08-01 08:34:00,4623812100.387667,10914.333333333334,4623735080.789778,10938.644444444444,-0.2628151311200403
2025-08-01 08:34:30,4623816815.664666,10902.666666666666,4623740428.724212,10937.922222222223,-0.4069325471737013
2025-08-01 08:35:00,4623821581.229667,10903.0,4623745740.804277,10936.37777777778,-0.45373197795802056
2025-08-01 08:35:30,4623826115.248333,10907.666666666666,4623750983.174345,10934.22222222222,-0.4364071450282469
2025-08-01 08:36:00,4623830658.344001,10899.0,4623756202.370655,10932.0,-0.43720636345818703
2025-08-01 08:36:30,4623835373.253667,10891.666666666666,4623761398.841412,10930.011111111111,-0.46944155394322945
2025-08-01 08:37:00,4623840108.876667,10902.333333333334,4623766511.720144,10928.633333333333,-0.4947267035229482
2025-08-01 08:37:30,4623844594.944333,10911.0,4623771567.186189,10927.266666666666,-0.48061910662922636
2025-08-01 08:38:00,4623849716.963666,10914.333333333334,4623776631.9418335,10926.08888888889,-0.45774429802665306
2025-08-01 08:38:30,4623856441.265,10915.333333333334,4623781769.645389,10925.555555555557,-0.47052866294148077
2025-08-01 08:39:00,4623863516.046666,10916.333333333334,4623786975.3661,10925.4,-0.5080023950242271
2025-08-01 08:39:30,4623869176.839667,10905.333333333334,4623792207.921522,10925.144444444446,-0.5950834184592675
2025-08-01 08:40:00,4623874409.075667,10901.333333333334,4623797462.454244,10924.844444444443,-0.6956656591958212
2025-08-01 08:40:30,4623880793.359,10895.333333333334,4623802769.268889,10924.388888888887,-0.8041268476139474
2025-08-01 08:41:00,4623886457.794333,10883.333333333334,4623808082.651411,10923.266666666666,-0.8832121104501788
2025-08-01 08:41:30,4623891653.839,10876.666666666666,4623813403.345134,10921.133333333333,-0.9024895289438906
2025-08-01 08:42:00,4623897855.400333,10876.0,4623818778.322133,10918.777777777777,-0.9122994191433216
2025-08-01 08:42:30,4623903428.129666,10879.333333333334,4623824166.804101,10916.466666666667,-0.9165598191884018
2025-08-01 08:43:00,4623909243.731334,10911.0,4623829567.12869,10914.68888888889,-0.8686261768904519
2025-08-01 08:43:30,4623915251.692667,10938.0,4623834984.068122,10913.7,-0.7233541496541293
2025-08-01 08:44:00,4623920167.675334,10915.0,4623840407.5648,10912.5,-0.6481386691028181
2025-08-01 08:44:30,4623924911.917666,10899.0,4623845807.825889,10910.97777777778,-0.6135175997497283
